start,device,context,block,name,stream,shared memory,grid,end,cat,correlation,dur
1732610751940341.0,0,1,"256,1,1",_ZN5cudnn19engines_precompiled16nchwToNhwcKernelIfffLb0ELb1EL21cudnnKernelDataType_t2EEEvNS0_18nchw2nhwc_params_tIT1_EEPKT_PT0_,7,4224,"1,4,128",1732610751940346.8,conc_kernel,2438,5.664
1732610751941950.8,0,1,"128,1,1",sm86_xmma_fprop_implicit_gemm_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize128x128x16_stage3_warpsize2x2x1_g1_tensor16x8x8_alignc4_execute_kernel__5x_cudnn,7,49152,"1,98,2",1732610751942049.5,conc_kernel,2442,98.688
1732610751942050.2,0,1,"128,1,1",_ZN2at6native18elementwise_kernelILi128ELi2EZNS0_22gpu_kernel_impl_nocastINS0_15CUDAFunctor_addIfEEEEvRNS_18TensorIteratorBaseERKT_EUliE_EEviT1_,7,0,"6272,1,1",1732610751942070.5,conc_kernel,2449,20.32
1732610751942118.5,0,1,"128,1,1",_ZN2at6native29vectorized_elementwise_kernelILi4ENS0_21CUDAFunctorOnSelf_addIlEENS_6detail5ArrayIPcLi2EEEEEviT0_T1_,7,0,"1,1,1",1732610751942121.2,conc_kernel,2454,2.72
1732610751942239.2,0,1,"512,1,1",_ZN5cudnn25bn_fw_tr_1C11_kernel_NCHWIffiLi512ELb1ELi1ELb1EEEv17cudnnTensorStructPKT_S1_PS2_PKT0_S8_S6_S6_PS6_S9_S9_S9_S6_S6_,7,144,"128,1,1",1732610751942261.5,conc_kernel,2495,22.048
1732610751942324.2,0,1,"128,1,1",_ZN2at6native29vectorized_elementwise_kernelILi4EZZZNS0_49_GLOBAL__N__d2ba64fb_16_TensorCompare_cu_71e06f4e19launch_clamp_scalarERNS_18TensorIteratorBaseEN3c106ScalarES6_NS0_6detail11ClampLimitsEENKUlvE_clEvENKUlvE5_clEvEUlfE_NS_6detail5ArrayIPcLi2EEEEEviT0_T1_,7,0,"3136,1,1",1732610751942348.0,conc_kernel,2511,23.68
1732610751942385.2,0,1,"256,1,1",_ZN2at6native52_GLOBAL__N__e57809e0_19_DilatedMaxPool2d_cu_6258b57421max_pool_forward_nchwIfEEviPKT_llliiiiiiiiiiPS3_Pl,7,0,"1568,1,1",1732610751942405.8,conc_kernel,2525,20.608
1732610751944449.5,0,1,"256,1,1",_ZN5cudnn19engines_precompiled16nchwToNhwcKernelIfffLb0ELb1EL21cudnnKernelDataType_t2EEEvNS0_18nchw2nhwc_params_tIT1_EEPKT_PT0_,7,4224,"98,4,1",1732610751944455.0,conc_kernel,2608,5.28
1732610751944460.0,0,1,"256,1,1",_ZN5cudnn19engines_precompiled16nchwToNhwcKernelIfffLb0ELb1EL21cudnnKernelDataType_t2EEEvNS0_18nchw2nhwc_params_tIT1_EEPKT_PT0_,7,4224,"1,4,256",1732610751944467.8,conc_kernel,2610,7.744
1732610751944474.8,0,1,"128,1,1",sm86_xmma_fprop_implicit_gemm_tf32f32_tf32f32_f32_nhwckrsc_nchw_tilesize128x128x16_stage3_warpsize2x2x1_g1_tensor16x8x8_alignc4_execute_kernel__5x_cudnn,7,49152,"2,25,1",1732610751944526.8,conc_kernel,2613,52.128
1732610751944546.2,0,1,"128,1,1",_ZN2at6native18elementwise_kernelILi128ELi2EZNS0_22gpu_kernel_impl_nocastINS0_15CUDAFunctor_addIfEEEEvRNS_18TensorIteratorBaseERKT_EUliE_EEviT1_,7,0,"3136,1,1",1732610751944553.5,conc_kernel,2620,7.136
1732610751944607.0,0,1,"128,1,1",_ZN2at6native29vectorized_elementwise_kernelILi4ENS0_21CUDAFunctorOnSelf_addIlEENS_6detail5ArrayIPcLi2EEEEEviT0_T1_,7,0,"1,1,1",1732610751944609.2,conc_kernel,2625,2.272
1732610751944761.5,0,1,"512,1,1",_ZN5cudnn24bn_fw_tr_1C11_singlereadIfLi512ELb1ELi1ELi2ELi0EEEvNS_18bn_fw_tr_1C11_argsIT_EE,7,14480,"256,1,1",1732610751944772.0,conc_kernel,2667,10.368
