start,pid,tid,name,cbid,end,cat,correlation,dur
1732547350201820.8,3315930,1471948608,cudaFuncGetAttributes,15,1732547350201823.2,cuda_runtime,3479,2.463
1732547350201823.5,3315930,1471948608,cudaFuncGetAttributes,15,1732547350201826.5,cuda_runtime,3480,3.003
1732547350201826.8,3315930,1471948608,cudaFuncGetAttributes,15,1732547350201829.2,cuda_runtime,3481,2.471
1732547350201829.5,3315930,1471948608,cudaFuncGetAttributes,15,1732547350201832.2,cuda_runtime,3482,2.679
1732547350201832.5,3315930,1471948608,cudaFuncGetAttributes,15,1732547350201835.0,cuda_runtime,3483,2.572
1732547350201835.2,3315930,1471948608,cudaFuncGetAttributes,15,1732547350201837.8,cuda_runtime,3484,2.619
1732547350201838.0,3315930,1471948608,cudaFuncGetAttributes,15,1732547350201841.0,cuda_runtime,3485,2.65
1732547350201841.2,3315930,1471948608,cudaFuncGetAttributes,15,1732547350201843.8,cuda_runtime,3486,2.583
1732547350202328.0,3315930,1471948608,cudaFuncGetAttributes,15,1732547350202332.0,cuda_runtime,3487,3.817
1732547350202332.2,3315930,1471948608,cudaFuncGetAttributes,15,1732547350202334.8,cuda_runtime,3488,2.46
1732547350202335.0,3315930,1471948608,cudaFuncGetAttributes,15,1732547350202337.2,cuda_runtime,3489,2.404
1732547350202337.5,3315930,1471948608,cudaFuncGetAttributes,15,1732547350202340.0,cuda_runtime,3490,2.42
1732547350202340.2,3315930,1471948608,cudaFuncGetAttributes,15,1732547350202342.8,cuda_runtime,3491,2.396
1732547350202342.8,3315930,1471948608,cudaFuncGetAttributes,15,1732547350202345.2,cuda_runtime,3492,2.53
1732547350202345.5,3315930,1471948608,cudaFuncGetAttributes,15,1732547350202348.0,cuda_runtime,3493,2.463
1732547350202348.0,3315930,1471948608,cudaFuncGetAttributes,15,1732547350202350.8,cuda_runtime,3494,2.4
1732547350202351.0,3315930,1471948608,cudaFuncGetAttributes,15,1732547350202353.2,cuda_runtime,3495,2.406
1732547350202353.5,3315930,1471948608,cudaFuncGetAttributes,15,1732547350202356.0,cuda_runtime,3496,2.545
1732547350202356.2,3315930,1471948608,cudaFuncGetAttributes,15,1732547350202358.8,cuda_runtime,3497,2.539
1732547350202359.0,3315930,1471948608,cudaFuncGetAttributes,15,1732547350202361.8,cuda_runtime,3498,2.583
1732547350208491.8,3315930,1471948608,cudaGetDevice,17,1732547350208497.2,cuda_runtime,4091,5.452
1732547350208498.0,3315930,1471948608,cudaGetDevice,17,1732547350208498.2,cuda_runtime,4092,0.47
1732547350208504.8,3315930,1471948608,cudaFree,22,1732547350226643.5,cuda_runtime,4093,18138.626
1732547350226644.8,3315930,1471948608,cudaGetDevice,17,1732547350226646.5,cuda_runtime,4094,1.723
1732547350226647.2,3315930,1471948608,cudaDeviceGetAttribute,200,1732547350226648.8,cuda_runtime,4095,1.577
1732547350226648.8,3315930,1471948608,cudaDeviceGetAttribute,200,1732547350226649.8,cuda_runtime,4096,0.683
1732547350226650.0,3315930,1471948608,cudaDeviceGetAttribute,200,1732547350226650.2,cuda_runtime,4097,0.415
1732547350226650.5,3315930,1471948608,cudaDeviceGetAttribute,200,1732547350226650.8,cuda_runtime,4098,0.439
1732547350226651.0,3315930,1471948608,cudaDeviceGetAttribute,200,1732547350226652.0,cuda_runtime,4099,0.925
1732547350226652.0,3315930,1471948608,cudaDeviceGetAttribute,200,1732547350226652.5,cuda_runtime,4100,0.416
1732547350226652.5,3315930,1471948608,cudaDeviceGetAttribute,200,1732547350226653.2,cuda_runtime,4101,0.761
1732547350226653.2,3315930,1471948608,cudaDeviceGetAttribute,200,1732547350226653.8,cuda_runtime,4102,0.436
1732547350226654.0,3315930,1471948608,cudaDeviceGetAttribute,200,1732547350226654.2,cuda_runtime,4103,0.395
1732547350226654.5,3315930,1471948608,cudaDeviceGetAttribute,200,1732547350226655.0,cuda_runtime,4104,0.581
1732547350226655.0,3315930,1471948608,cudaDeviceGetAttribute,200,1732547350226655.8,cuda_runtime,4105,0.744
1732547350226656.0,3315930,1471948608,cudaDeviceGetAttribute,200,1732547350226656.2,cuda_runtime,4106,0.387
1732547350226656.2,3315930,1471948608,cudaDeviceGetAttribute,200,1732547350226657.2,cuda_runtime,4107,0.777
1732547350226657.2,3315930,1471948608,cudaDeviceGetAttribute,200,1732547350226657.8,cuda_runtime,4108,0.558
1732547350226675.2,3315930,1471948608,cudaGetSymbolAddress,53,1732547350226831.2,cuda_runtime,4109,155.812
1732547350227030.0,3315930,1471948608,cudaPeekAtLastError,11,1732547350227031.8,cuda_runtime,4110,1.566
1732547350227052.8,3315930,1471948608,cudaPeekAtLastError,11,1732547350227053.2,cuda_runtime,4111,0.363
1732547350227053.5,3315930,1471948608,cudaPeekAtLastError,11,1732547350227053.8,cuda_runtime,4112,0.197
1732547350227104.0,3315930,1471948608,cudaGetDevice,17,1732547350227105.5,cuda_runtime,4113,1.592
1732547350227107.2,3315930,1471948608,cudaGetDevice,17,1732547350227108.0,cuda_runtime,4114,0.509
1732547350227139.2,3315930,1471948608,cudaLaunchKernel,211,1732547350227169.0,cuda_runtime,4115,29.685
1732547350227169.5,3315930,1471948608,cudaGetLastError,10,1732547350227170.0,cuda_runtime,4116,0.402
1732547350227171.2,3315930,1471948608,cudaLaunchKernel,211,1732547350227178.2,cuda_runtime,4117,6.809
1732547350227178.2,3315930,1471948608,cudaGetLastError,10,1732547350227178.5,cuda_runtime,4118,0.262
1732547350227182.2,3315930,1471948608,cudaPeekAtLastError,11,1732547350227182.8,cuda_runtime,4119,0.278
1732547350227186.2,3315930,1471948608,cudaMemsetAsync,51,1732547350227200.0,cuda_runtime,4120,13.657
1732547350227202.8,3315930,1471948608,cudaFuncSetAttribute,273,1732547350229322.2,cuda_runtime,4121,2119.33
1732547350229322.8,3315930,1471948608,cudaFuncSetAttribute,273,1732547350229324.0,cuda_runtime,4122,1.267
1732547350229324.8,3315930,1471948608,cudaLaunchKernelExC_v11060,430,1732547350229345.5,cuda_runtime,4123,20.815
1732547350229345.8,3315930,1471948608,cudaGetLastError,10,1732547350229346.0,cuda_runtime,4124,0.327
1732547350229348.5,3315930,1471948608,cudaPeekAtLastError,11,1732547350229349.0,cuda_runtime,4125,0.332
1732547350229355.2,3315930,1471948608,cudaLaunchKernel,211,1732547350229364.2,cuda_runtime,4126,8.934
1732547350229364.5,3315930,1471948608,cudaGetLastError,10,1732547350229364.8,cuda_runtime,4127,0.25
1732547350229374.2,3315930,1471948608,cudaGetDevice,17,1732547350229375.2,cuda_runtime,4128,1.003
1732547350229439.0,3315930,1471948608,cudaGetDevice,17,1732547350229439.8,cuda_runtime,4129,0.707
1732547350229480.8,3315930,1471948608,cudaGetDevice,17,1732547350229481.2,cuda_runtime,4130,0.574
1732547350229490.8,3315930,1471948608,cudaGetDevice,17,1732547350229491.2,cuda_runtime,4131,0.496
1732547350229495.2,3315930,1471948608,cudaLaunchKernel,211,1732547350229507.2,cuda_runtime,4132,12.127
1732547350229509.2,3315930,1471948608,cudaGetLastError,10,1732547350229509.8,cuda_runtime,4133,0.369
1732547350229510.8,3315930,1471948608,cudaGetDevice,17,1732547350229511.2,cuda_runtime,4134,0.471
1732547350229627.0,3315930,1471948608,cudaGetDevice,17,1732547350229627.8,cuda_runtime,4135,0.656
1732547350229632.8,3315930,1471948608,cudaGetDevice,17,1732547350229633.2,cuda_runtime,4136,0.472
1732547350229634.5,3315930,1471948608,cudaLaunchKernel,211,1732547350229643.2,cuda_runtime,4137,8.61
1732547350229643.5,3315930,1471948608,cudaGetLastError,10,1732547350229643.5,cuda_runtime,4138,0.225
1732547350229644.0,3315930,1471948608,cudaGetDevice,17,1732547350229644.5,cuda_runtime,4139,0.416
1732547350229718.5,3315930,1471948608,cudaGetDevice,17,1732547350229719.0,cuda_runtime,4140,0.581
1732547350229736.5,3315930,1471948608,cudaGetDevice,17,1732547350229737.0,cuda_runtime,4141,0.458
1732547350229738.8,3315930,1471948608,cudaGetDevice,17,1732547350229739.2,cuda_runtime,4142,0.405
1732547350229740.8,3315930,1471948608,cudaGetDevice,17,1732547350229741.0,cuda_runtime,4143,0.434
1732547350229747.8,3315930,1471948608,cudaGetDevice,17,1732547350229748.2,cuda_runtime,4144,0.445
1732547350229748.8,3315930,1471948608,cudaGetDevice,17,1732547350229749.0,cuda_runtime,4145,0.4
1732547350229751.5,3315930,1471948608,cudaGetDevice,17,1732547350229751.8,cuda_runtime,4146,0.408
1732547350229752.8,3315930,1471948608,cudaGetDevice,17,1732547350229753.5,cuda_runtime,4147,0.491
1732547350229757.0,3315930,1471948608,cudaEventRecord,135,1732547350229762.5,cuda_runtime,4148,5.832
1732547350229763.0,3315930,1471948608,cudaStreamIsCapturing,317,1732547350229765.0,cuda_runtime,4149,1.8
1732547350229765.8,3315930,1471948608,cudaStreamGetPriority,203,1732547350229767.0,cuda_runtime,4150,1.435
1732547350229767.5,3315930,1471948608,cudaDeviceGetStreamPriorityRange,205,1732547350229768.8,cuda_runtime,4151,1.286
1732547350229781.5,3315930,1471948608,cudaGetDevice,17,1732547350229782.0,cuda_runtime,4152,0.462
1732547350229782.2,3315930,1471948608,cudaGetDevice,17,1732547350229782.8,cuda_runtime,4153,0.387
1732547350229783.0,3315930,1471948608,cudaGetDevice,17,1732547350229783.2,cuda_runtime,4154,0.403
1732547350229785.5,3315930,1471948608,cudaGetDevice,17,1732547350229786.0,cuda_runtime,4155,0.413
1732547350229786.2,3315930,1471948608,cudaGetDevice,17,1732547350229786.5,cuda_runtime,4156,0.399
1732547350229787.2,3315930,1471948608,cudaGetDevice,17,1732547350229787.5,cuda_runtime,4157,0.464
1732547350229787.8,3315930,1471948608,cudaGetDevice,17,1732547350229788.2,cuda_runtime,4158,0.423
1732547350229788.5,3315930,1471948608,cudaGetDevice,17,1732547350229788.8,cuda_runtime,4159,0.367
1732547350229790.5,3315930,1471948608,cudaGetDevice,17,1732547350229791.0,cuda_runtime,4160,0.419
1732547350229791.2,3315930,1471948608,cudaGetDevice,17,1732547350229791.5,cuda_runtime,4161,0.395
1732547350229794.5,3315930,1471948608,cudaGetDevice,17,1732547350229795.0,cuda_runtime,4162,0.444
1732547350229795.2,3315930,1471948608,cudaGetDevice,17,1732547350229795.5,cuda_runtime,4163,0.381
1732547350229796.0,3315930,1471948608,cudaGetDevice,17,1732547350229796.5,cuda_runtime,4164,0.353
1732547350229796.8,3315930,1471948608,cudaGetDevice,17,1732547350229797.2,cuda_runtime,4165,0.401
1732547350229797.5,3315930,1471948608,cudaGetDevice,17,1732547350229797.8,cuda_runtime,4166,0.399
1732547350229799.0,3315930,1471948608,cudaGetDevice,17,1732547350229799.5,cuda_runtime,4167,0.417
1732547350229799.5,3315930,1471948608,cudaGetDevice,17,1732547350229800.0,cuda_runtime,4168,0.412
1732547350229800.2,3315930,1471948608,cudaEventRecord,135,1732547350229801.2,cuda_runtime,4169,1.033
1732547350229801.5,3315930,1471948608,cudaStreamIsCapturing,317,1732547350229802.0,cuda_runtime,4170,0.478
1732547350229802.0,3315930,1471948608,cudaStreamGetPriority,203,1732547350229802.5,cuda_runtime,4171,0.521
1732547350229802.8,3315930,1471948608,cudaDeviceGetStreamPriorityRange,205,1732547350229803.2,cuda_runtime,4172,0.496
1732547350229805.2,3315930,1471948608,cudaGetDevice,17,1732547350229805.8,cuda_runtime,4173,0.446
1732547350229806.0,3315930,1471948608,cudaGetDevice,17,1732547350229806.8,cuda_runtime,4174,0.397
1732547350229807.0,3315930,1471948608,cudaGetDevice,17,1732547350229807.2,cuda_runtime,4175,0.362
1732547350229807.5,3315930,1471948608,cudaGetDevice,17,1732547350229808.0,cuda_runtime,4176,0.397
1732547350229808.2,3315930,1471948608,cudaGetDevice,17,1732547350229808.5,cuda_runtime,4177,0.407
1732547350229817.5,3315930,1471948608,cudaFuncSetAttribute,273,1732547350229821.2,cuda_runtime,4178,3.95
1732547350229823.0,3315930,1471948608,cudaLaunchKernel,211,1732547350229834.2,cuda_runtime,4179,11.356
1732547350229834.8,3315930,1471948608,cudaGetLastError,10,1732547350229835.2,cuda_runtime,4180,0.485
1732547350229835.5,3315930,1471948608,cudaGetLastError,10,1732547350229835.8,cuda_runtime,4181,0.195
1732547350229837.0,3315930,1471948608,cudaGetDevice,17,1732547350229837.5,cuda_runtime,4182,0.513
1732547350229871.5,3315930,1471948608,cudaGetDevice,17,1732547350229872.0,cuda_runtime,4183,0.617
1732547350229873.5,3315930,1471948608,cudaGetDevice,17,1732547350229874.0,cuda_runtime,4184,0.431
1732547350229875.2,3315930,1471948608,cudaGetDevice,17,1732547350229875.8,cuda_runtime,4185,0.384
1732547350229878.2,3315930,1471948608,cudaGetDevice,17,1732547350229878.8,cuda_runtime,4186,0.415
1732547350229879.0,3315930,1471948608,cudaGetDevice,17,1732547350229879.2,cuda_runtime,4187,0.403
1732547350229890.2,3315930,1471948608,cudaGetDevice,17,1732547350229890.8,cuda_runtime,4188,0.49
1732547350229892.2,3315930,1471948608,cudaMemcpyAsync,41,1732547350229915.0,cuda_runtime,4189,22.78
1732547350229915.5,3315930,1471948608,cudaGetLastError,10,1732547350229915.8,cuda_runtime,4190,0.311
1732547350229916.0,3315930,1471948608,cudaGetDevice,17,1732547350229916.5,cuda_runtime,4191,0.461
1732547350229921.5,3315930,1471948608,cudaGetDevice,17,1732547350229921.8,cuda_runtime,4192,0.434
1732547350229923.5,3315930,1471948608,cudaGetDevice,17,1732547350229924.2,cuda_runtime,4193,0.428
1732547350229932.2,3315930,1471948608,cudaGetDevice,17,1732547350229932.8,cuda_runtime,4194,0.421
1732547350229938.5,3315930,1471948608,cudaGetDevice,17,1732547350229939.0,cuda_runtime,4195,0.444
1732547350229941.0,3315930,1471948608,cudaLaunchKernel,211,1732547350229950.0,cuda_runtime,4196,9.05
1732547350229950.5,3315930,1471948608,cudaGetLastError,10,1732547350229950.8,cuda_runtime,4197,0.236
1732547350229951.2,3315930,1471948608,cudaGetDevice,17,1732547350229951.8,cuda_runtime,4198,0.461
